,imb,reconstructed_imb,reconstructed_error
8945,0.49777639632746745,0.49807388,8.849409850351565e-08
8946,0.4972503825554705,0.49775037,2.499891392122849e-07
8947,0.49878060443764344,0.49863783,2.0385896245471744e-08
8948,0.4983263198163733,0.4983777,2.6410106710108785e-09
8949,0.4986371461361897,0.4985653,5.163821982183717e-09
8950,0.4985415072685539,0.49851313,8.051369248136231e-10
8951,0.5011715761285386,0.5000372,1.2868244054496862e-06
8952,0.4992109793420046,0.49889997,9.672900136001081e-08
8953,0.5,0.49935424,4.170017433580142e-07
8954,0.4999282708492731,0.49930608,3.871180613333078e-07
8955,0.4963179035960214,0.4972086,7.933316685673799e-07
8956,0.49916315990818666,0.49886486,8.898322744419253e-08
8957,0.4983980489671002,0.49842367,6.562201782546087e-10
8958,0.49866105585309867,0.4985731,7.73718092086536e-09
8959,0.49878060443764344,0.49863783,2.0385896245471744e-08
8960,0.4989001530221882,0.49871704,3.3530443522069844e-08
8961,0.4991392501912777,0.49883246,9.411763331425803e-08
8962,0.4981589517980107,0.49827978,1.4599490513922889e-08
8963,0.4989479724560061,0.49872938,4.7783542754162686e-08
8964,0.4978003060443764,0.49808168,7.917361724843794e-08
8965,0.49866105585309867,0.4985731,7.73718092086536e-09
8966,0.4966048201989288,0.4973898,6.161829201140167e-07
8967,0.4994022570772762,0.4990099,1.539383903881052e-07
8968,0.4981111323641928,0.4982657,2.3895313107356867e-08
8969,0.49739384085692423,0.49784327,2.0198253986783543e-07
8970,0.4992109793420046,0.49889997,9.672900136001081e-08
8971,0.4989240627390971,0.49871975,4.174294558635412e-08
8972,0.4978959449120122,0.4981302,5.4876520732782657e-08
8973,0.4987088752869166,0.49860877,1.0021471637220853e-08
8974,0.49777639632746745,0.49807388,8.849409850351565e-08
8975,0.49796767406273906,0.49817562,4.324194232210827e-08
8976,0.49818286151491964,0.4982883,1.111803618734552e-08
8977,0.49727429227237946,0.49775764,2.3362837176073437e-07
8978,0.4983024100994644,0.4983692,4.459170020588566e-09
8979,0.4990914307574598,0.49881494,7.644688869492252e-08
8980,0.49846977811782706,0.49846503,2.25314685275535e-11
8981,0.4979437643458301,0.4981671,4.9877728353467574e-08
8982,0.49787203519510326,0.49810144,5.262796493987091e-08
8983,0.4984458684009181,0.49845472,7.834694485514226e-11
8984,0.4988284238714613,0.49866888,2.5454479678804903e-08
8985,0.49911534047436873,0.49882972,8.157768184697428e-08
8986,0.4992348890589135,0.4989142,1.0283378352163202e-07
8987,0.49906752104055085,0.49881276,6.490069978899119e-08
8988,0.4983980489671002,0.49842367,6.562201782546087e-10
8989,0.4969634659525631,0.49758947,3.918797603041008e-07
8990,0.49995218056618207,0.49933106,3.8579439541526846e-07
8991,0.4975372991583779,0.49792817,1.5278185187396773e-07
8992,0.4976090283091048,0.49797818,1.3627344849697123e-07
8993,0.49796767406273906,0.49817562,4.324194232210827e-08
8994,0.4991870696250956,0.49889725,8.399282585590724e-08
8995,0.49796767406273906,0.49817562,4.324194232210827e-08
8996,0.4983980489671002,0.49842367,6.562201782546087e-10
8997,0.4976568477429227,0.4979888,1.101858437165327e-07
8998,0.4991870696250956,0.49889725,8.399282585590724e-08
8999,0.4989001530221882,0.49871704,3.3530443522069844e-08
9000,0.49846977811782706,0.49846503,2.25314685275535e-11
9001,0.4982067712318286,0.49829665,8.077880899584345e-09
9002,0.4977046671767406,0.49802035,9.965623401335865e-08
9003,0.49739384085692423,0.49784327,2.0198253986783543e-07
9004,0.4995457153787299,0.49909195,2.0590026080348254e-07
9005,0.49777639632746745,0.49807388,8.849409850351565e-08
9006,0.4988284238714613,0.49866888,2.5454479678804903e-08
9007,0.4991392501912777,0.49883246,9.411763331425803e-08
9008,0.49689173680183624,0.49754602,4.2808280010221226e-07
9009,0.5001912777352716,0.49945223,5.461866558527162e-07
9010,0.4992348890589135,0.4989142,1.0283378352163202e-07
9011,0.49796767406273906,0.49817562,4.324194232210827e-08
9012,0.4983502295332823,0.49839026,1.602226795744802e-09
9013,0.4992348890589135,0.4989142,1.0283378352163202e-07
9014,0.4986371461361897,0.4985653,5.163821982183717e-09
9015,0.4984219586840092,0.49843213,1.0344796955885693e-10
9016,0.49808722264728383,0.49825665,2.870682987587861e-08
9017,0.49818286151491964,0.4982883,1.111803618734552e-08
9018,0.498995791889824,0.4987709,5.05796815283907e-08
9019,0.497513389441469,0.4979225,1.6737955668779415e-07
9020,0.49846977811782706,0.49846503,2.25314685275535e-11
9021,0.4990197016067329,0.49880162,4.7560104281898544e-08
9022,0.4993305279265493,0.49895886,1.3814011956279275e-07
9023,0.4985415072685539,0.49851313,8.051369248136231e-10
9024,0.4984458684009181,0.49845472,7.834694485514226e-11
9025,0.4980394032134659,0.49820286,2.671823724180891e-08
9026,0.4989001530221882,0.49871704,3.3530443522069844e-08
9027,0.49818286151491964,0.4982883,1.111803618734552e-08
9028,0.49777639632746745,0.49807388,8.849409850351565e-08
9029,0.49878060443764344,0.49863783,2.0385896245471744e-08
9030,0.4977046671767406,0.49802035,9.965623401335865e-08
9031,0.4990914307574598,0.49881494,7.644688869492252e-08
9032,0.497513389441469,0.4979225,1.6737955668779415e-07
9033,0.49897188217291505,0.4987385,5.446840758152983e-08
9034,0.4976090283091048,0.49797818,1.3627344849697123e-07
9035,0.49818286151491964,0.4982883,1.111803618734552e-08
9036,0.4984458684009181,0.49845472,7.834694485514226e-11
9037,0.4986132364192808,0.49854204,5.0688466094004516e-09
9038,0.4989240627390971,0.49871975,4.174294558635412e-08
9039,0.4987327850038255,0.498623,1.2049783842704034e-08
9040,0.4977524866105585,0.4980465,8.643656404019846e-08
9041,0.4979437643458301,0.4981671,4.9877728353467574e-08
9042,0.49937834736036724,0.49899626,1.459924459102852e-07
9043,0.4989479724560061,0.49872938,4.7783542754162686e-08
9044,0.49818286151491964,0.4982883,1.111803618734552e-08
9045,0.4983024100994644,0.4983692,4.459170020588566e-09
9046,0.4981111323641928,0.4982657,2.3895313107356867e-08
9047,0.49866105585309867,0.4985731,7.73718092086536e-09
9048,0.49928270849273143,0.4989255,1.2759285737720885e-07
9049,0.49866105585309867,0.4985731,7.73718092086536e-09
9050,0.4989479724560061,0.49872938,4.7783542754162686e-08
9051,0.49708301453710785,0.49764833,3.1957992492921584e-07
9052,0.4984219586840092,0.49843213,1.0344796955885693e-10
9053,0.4983980489671002,0.49842367,6.562201782546087e-10
9054,0.4977046671767406,0.49802035,9.965623401335865e-08
9055,0.49827850038255544,0.49836138,6.868850005945421e-09
9056,0.4981111323641928,0.4982657,2.3895313107356867e-08
9057,0.4985893267023718,0.4985273,3.848746384037233e-09
9058,0.4992109793420046,0.49889997,9.672900136001081e-08
9059,0.49976090283091046,0.49921036,3.030999785890793e-07
9060,0.49787203519510326,0.49810144,5.262796493987091e-08
9061,0.4986132364192808,0.49854204,5.0688466094004516e-09
9062,0.4983024100994644,0.4983692,4.459170020588566e-09
9063,0.4984219586840092,0.49843213,1.0344796955885693e-10
9064,0.4981350420811017,0.49827418,1.9358612713915658e-08
9065,0.49837413925019125,0.4983982,5.79621439363368e-10
9066,0.4978003060443764,0.49808168,7.917361724843794e-08
9067,0.4982545906656465,0.49835852,1.0800866965815468e-08
9068,0.4977524866105585,0.4980465,8.643656404019846e-08
9069,0.4983024100994644,0.4983692,4.459170020588566e-09
9070,0.4991392501912777,0.49883246,9.411763331425803e-08
9071,0.4984219586840092,0.49843213,1.0344796955885693e-10
